"movieid";"rank";"votes";"distribution"
2263670;"8.2";188940;"0000001321"
2263826;"5.2";8008;"0001221000"
2264538;"5.5";5155;"0001121000"
2264592;"7.0";13403;"0000012211"
2264815;"7.5";76537;"0000012311"
2265148;"7.7";5624;"0000002311"
2265188;"6.1";1513;"0000121101"
2265452;"6.1";7058;"0000122100"
2265563;"6.4";56;"02.0000012"
2265771;"6.4";63783;"0000122101"
2266198;"5.3";5675;"0000111001"
2266555;"6.4";1729;"0000012101"
2266574;"5.1";9949;"0001221000"
2266575;"4.0";3563;"0011110001"
2266691;"5.0";19446;"1000111001"
2266891;"5.1";7741;"0001111001"
2267111;"6.5";58422;"0000122100"
2267114;"5.3";24964;"0001221000"
2267116;"4.8";21354;"0011211000"
2267118;"4.4";21680;"0011110000"
2267120;"3.9";17669;"1111110000"
2267121;"3.6";15266;"1111100000"
2267434;"5.2";2368;"0001111000"
2267673;"7.0";4810;"0000012111"
2267777;"7.4";64327;"0000012211"
2267780;"5.5";12428;"0001221000"
2267781;"4.2";8670;"0011110000"
2268063;"7.4";2888;"0000001212"
2268776;"4.9";16668;"0001111000"
2269366;"7.0";2409;"0000013200"
2269410;"6.0";23975;"0000122100"
2269426;"4.5";6456;"0011110000"
2269444;"4.2";4558;"0011110000"
2270182;"5.9";343;"0000121100"
2270749;"7.1";6823;"0000001112"
2271178;"5.9";836;"0000121100"
2271822;"6.3";18016;"0000112101"
2271870;"4.6";187;"0001110000"
2272308;"5.8";38521;"0000121101"
2272532;"5.8";2032;"0000111101"
2273044;"7.8";191628;"0000002311"
2273048;"6.1";63371;"0000122100"
2273174;"6.4";3813;"0000012101"
2273896;"8.5";52;"0.....1115"
2274575;"6.8";132829;"0000012101"
2274590;"6.6";32177;"0000022101"
2274790;"5.9";571;"0000111101"
2274852;"7.1";3245;"0000012211"
2274949;"7.1";6048;"0000001211"
2275139;"7.6";84058;"0000002311"
2275181;"6.6";19529;"0000022100"
2275543;"4.9";1369;"0001111000"
2275635;"7.5";3455;"0000012211"
2275709;"5.5";1804;"0000121100"
2276353;"5.9";12575;"0000122000"
2276841;"6.6";22854;"0000012201"
2276914;"4.9";3005;"0001111000"
2277269;"6.7";253;"0000012210"
2277334;"6.8";14047;"0000013200"
2277505;"4.9";15821;"0001111000"
2277506;"4.0";12724;"1111110000"
2278340;"2.5";587;"3210000000"
2278576;"5.2";7051;"0001211000"
2278585;"3.9";659;"0111110000"
2279852;"4.8";10069;"0001111000"
2280097;"8.6";252730;"0000001222"
2280098;"4.6";29212;"1001111000"
2280101;"5.9";3807;"0000011101"
2280125;"6.2";11597;"0000122100"
2280126;"4.9";6345;"0001211000"
2280376;"5.3";606;"0001121000"
2280997;"9.0";775943;"0000000124"
2281105;"6.9";16067;"0000012211"
2281160;"6.0";9093;"0000122100"
2281612;"4.4";0;""
2282360;"5.9";20048;"0000122100"
2285092;"6.9";53;"0000002102"
2285138;"7.0";1548;"0000013200"
2285139;"7.1";4969;"0000012211"
2285647;"5.8";1104;"0000121000"
2285997;"5.6";6895;"0000111101"
2286681;"7.5";38992;"0000012310"
2287637;"5.0";2006;"0001211000"
2288084;"7.5";16563;"0000012211"
2288257;"5.8";2323;"0000111101"
2288625;"8.3";150504;"0000001222"
2288828;"8.6";411425;"0000001222"
2288908;"6.7";763;"0000023200"
2288969;"6.8";1249;"0000012211"
2289039;"8.0";254147;"0000001321"
2289215;"7.4";2246;"0000002310"
2289279;"4.2";2249;"1011110000"
2289300;"7.4";71672;"0000012211"
2290129;"5.4";59168;"0001121000"
2290136;"6.2";77591;"0000122100"
2290316;"8.3";51773;"0000001222"
2290489;"4.9";13849;"0001211000"
2290562;"7.8";7073;"0000001222"
2290793;"6.6";71669;"0000023100"
2291501;"4.7";99;"1111200000"
2291903;"6.9";21481;"0000012211"
2291994;"7.3";1470;"0000002211"
2292109;"4.4";2047;"0011110000"
2292470;"7.2";25004;"0000012211"
2292610;"6.4";640;"0000012111"
2292773;"4.9";9516;"0001111001"
2292920;"6.8";17550;"0000012111"
2293200;"6.4";25894;"0000022101"
2293416;"8.6";199171;"0000001222"
2293483;"6.6";3847;"0000112100"
2293500;"8.3";56870;"0000001222"
2293587;"7.8";43831;"0000001211"
2293915;"4.7";341;"0001110101"
2294497;"6.0";9783;"0000122100"
2294518;"6.1";30889;"0000112101"
2294990;"6.9";11607;"0000013200"
2295106;"4.7";20775;"0011210000"
2295575;"7.3";12166;"0000012211"
2296145;"6.8";1336;"0000012100"
2296438;"7.1";257;"0000011221"
2296667;"5.6";23551;"0000121000"
2296892;"7.7";2448;"0000001213"
2296987;"5.2";204;"0001211000"
2297049;"6.7";1208;"0000012111"
2297404;"7.6";107796;"0000002311"
2297836;"5.9";10629;"0000122100"
2298460;"6.8";18148;"0000012111"
2298603;"4.4";4727;"0011110000"
2298717;"7.8";22977;"0000001211"
2298804;"8.4";354349;"0000001222"
2299047;"8.4";389355;"0000001222"
2299492;"6.5";5814;"0000012100"
2299646;"5.2";579;"0001111001"
2299999;"6.2";3148;"0000122100"
2300104;"5.6";2441;"0000121000"
2300162;"5.6";2143;"0001221000"
2300333;"6.6";12974;"0000012211"
2300351;"6.6";14382;"0000012101"
2300354;"6.7";9032;"0000012210"
2300450;"7.1";168;"0000000223"
2301689;"6.9";413;"0000002212"
2301991;"5.9";2293;"0000231000"
2302051;"7.4";9239;"0000002211"
2302418;"4.2";439;"1011100001"
2302526;"6.6";8711;"0000012200"
2302661;"7.2";4628;"0000012211"
2303621;"3.0";3984;"2110000001"
2303953;"3.1";725;"2010110000"
2304264;"6.1";25369;"0000132100"
2304330;"6.7";40829;"0000023100"
2305025;"4.9";30424;"0001211000"
2305197;"6.4";94363;"0000122100"
2305466;"6.3";863;"0000121101"
2305587;"6.8";26241;"0000013200"
2305931;"7.5";45974;"0000002211"
2305974;"6.5";62528;"0000012101"
2305976;"6.8";102275;"0000013200"
2306194;"7.5";108394;"0000012211"
2306197;"5.6";38003;"0001221000"
2306201;"3.7";21818;"1111100000"
2307071;"4.9";1212;"0001111000"
2307228;"8.1";204727;"0000001222"
2307246;"6.9";78098;"0000013201"
2307247;"6.4";68119;"0000122101"
2307248;"6.4";77923;"0000112101"
2307289;"4.8";54418;"0001211000"
2307534;"7.5";18591;"0000002211"
2307985;"6.0";3097;"0000122100"
2308229;"8.1";58763;"0000001222"
2308305;"5.3";6159;"0001111000"
2308476;"6.9";44030;"0000013200"
2308720;"6.8";112198;"0000012111"
2308725;"6.4";8421;"0000112100"
2308730;"5.9";42753;"0000122100"
2308758;"7.6";17925;"0000001212"
2308889;"6.8";24447;"0000013200"
2308916;"5.9";24865;"0000111101"
2309076;"7.2";108237;"0000013210"
2309334;"7.7";2531;"0000001212"
2309427;"6.1";1208;"0000121101"
2309617;"8.1";60923;"0000001321"
2310074;"6.9";2296;"0000012211"
2310119;"8.0";96354;"0000001221"
2310159;"7.4";12910;"0000001212"
2310222;"7.4";5571;"0000012211"
2310236;"6.9";4979;"0000012211"
2310265;"7.0";466;"0000002310"
2310722;"5.2";1243;"0001111000"
2310724;"6.1";484;"0000122100"
2310851;"7.2";81;".000021111"
2310980;"7.3";87039;"0000013310"
2311011;"5.6";1333;"0000121000"
2311879;"6.8";1705;"0000011211"
2311916;"6.0";146;"0000111101"
2312022;"7.4";29150;"0000002211"
2312345;"6.2";28885;"0000122100"
2312692;"7.2";5879;"0000002211"
2312819;"5.8";5786;"0000121100"
2312852;"5.2";51555;"0001221000"
2312897;"7.2";14771;"0000012211"
2313047;"5.5";55;"1000021001"
2313093;"6.2";6252;"0000122100"
2313464;"6.8";120611;"0000013200"
2313519;"7.7";88235;"0000001212"
2313912;"6.8";15943;"0000012100"
2314869;"5.6";3456;"0000111101"
2315269;"7.2";17011;"0000001212"
2316009;"7.1";7836;"0000013200"
2316029;"7.3";11943;"0000013200"
2316046;"7.7";29099;"0000002311"
2316049;"6.0";22195;"0000122100"
2316115;"7.5";1249;"0000001312"
2316742;"7.0";5454;"0000012111"
2316800;"5.8";2294;"0000121101"
2316801;"6.1";861;"0000111101"
2318730;"6.4";1710;"0000122100"
2318736;"6.2";212;"0000022100"
2319753;"7.1";433;"0000001211"
2320925;"4.2";588;"0011110001"
2321221;"7.6";2892;"0000002211"
2321373;"5.3";5784;"0000111001"
2321444;"6.1";1662;"0000122100"
2321525;"2.2";6981;"6000000001"
2321649;"6.7";381;"0000011111"
2322051;"5.9";1080;"0000111102"
2323351;"4.7";4184;"0011211000"
2324074;"6.8";11697;"0000012210"
2324123;"8.6";509427;"0000001222"
2324198;"7.1";6870;"0000012211"
2324383;"7.4";44858;"0000012211"
2325153;"6.1";129999;"0000122100"
2325529;"7.8";126917;"0000001321"
2325646;"6.3";110;"0000001112"
2325897;"8.9";509937;"0000000124"
2325936;"6.9";3346;"0000011211"
2325949;"6.9";1114;"0000011111"
2326309;"5.4";3527;"0000111101"
2327740;"7.2";154829;"0000012211"
2327746;"6.0";88030;"0000122100"
2327747;"5.4";69005;"0001221000"
2327816;"6.2";14724;"0000122100"
2328405;"5.3";5782;"0001111001"
2328488;"6.9";39146;"0000012200"
2328882;"8.7";581528;"0000000232"
2329335;"7.5";17957;"0000002211"
2329715;"6.7";880;"0000012112"
2330057;"6.6";4522;"0000023100"
2330470;"7.9";20601;"0000001221"
2332489;"6.3";13449;"0000112101"
2333344;"4.9";3733;"0001111001"
2333494;"7.6";53215;"0000001211"
2333527;"5.6";7722;"0000121101"
2334512;"6.5";15341;"0000012101"
2334625;"7.8";48712;"0000002311"
2334876;"6.3";2651;"0000122101"
2335038;"6.3";6880;"0000012101"
2335264;"7.3";8622;"0000002211"
2335400;"7.9";4035;"0000001311"
2335431;"7.9";6692;"0000001321"
2335622;"6.8";64589;"0000013200"
2336864;"7.1";27379;"0000012210"
2337754;"5.4";13492;"0001121000"
2338199;"4.7";3052;"0001211000"
2338375;"8.0";33075;"0000001221"
2338484;"7.3";10188;"0000012211"
2338685;"6.3";788;"0000122100"
2338707;"6.5";9115;"0000022100"
2338708;"5.8";45239;"0000122000"
2338711;"5.7";1431;"0000122000"
2338714;"5.9";1439;"0000122100"
2338941;"5.0";2937;"0000111101"
2338963;"7.2";124881;"0000012211"
2339096;"7.5";3494;"0000002311"
2339103;"7.6";7636;"0000001212"
2339111;"7.3";33276;"0000012310"
2339246;"6.2";5754;"0000122100"
2339347;"7.7";20614;"0000001212"
2339477;"6.5";66243;"0000023100"
2339491;"2.8";3257;"3111000000"
2340287;"4.7";514;"0011111000"
2341003;"5.6";45274;"0000121000"
2341046;"6.3";3484;"0000012100"
2341100;"5.8";5751;"0000121100"
2341160;"6.0";10699;"0000122100"
2341171;"4.9";8682;"0001111000"
2341509;"6.6";381;"0000111111"
2342997;"7.6";32624;"0000002311"
2344403;"6.4";5759;"0000012110"
2344573;"5.1";1692;"0001111000"
2344675;"7.7";27030;"0000001211"
2345354;"4.3";37022;"1111110000"
2345742;"6.2";5646;"0000122100"
2346707;"7.1";1309;"1000002211"
2346713;"5.9";185;"0000021101"
2346939;"7.0";16529;"0000012201"
2348226;"5.7";2362;"0000121100"
2349123;"6.7";14979;"0000012211"
2349163;"2.3";4518;"4110000000"
2349269;"4.3";2557;"1011210000"
2349430;"4.9";9250;"0001111001"
2349784;"6.1";3329;"0000122100"
2350234;"8.4";93104;"0000001223"
2350339;"6.2";17184;"0000122100"
2350378;"6.5";17046;"0000022100"
2350992;"5.7";6795;"0000121100"
2351245;"6.0";42436;"0000122100"
2351246;"4.9";23761;"0001111000"
2351693;"5.6";44553;"0000221000"
2351717;"6.8";12657;"0000012211"
2351845;"6.0";914;"0000121101"
2351885;"6.8";357;"0000023100"
2351904;"6.5";4523;"0000011112"
2351925;"7.1";45498;"0000012211"
2352948;"6.3";2362;"0000022101"
2353641;"6.9";1680;"0000012211"
2353781;"4.5";625;"1001100001"
2353895;"5.0";580;"0000111001"
2353900;"2.7";309;"2111000001"
2354011;"4.4";220;"0000111101"
2354219;"5.9";10044;"0000111101"
2354226;"7.2";23881;"0000012211"
2354247;"7.4";110589;"0000002310"
2354271;"7.3";53899;"0000012211"
2354392;"6.7";84231;"0000022100"
2354396;"5.6";29;"1.1012.011"
2354438;"4.8";10862;"0001211000"
2354464;"7.5";186259;"0000012311"
2354674;"6.7";38997;"0000012200"
2354792;"8.0";54992;"0000001322"
2354959;"4.7";16467;"0011211000"
2355275;"3.4";1726;"2110000001"
2355276;"3.3";1047;"1111100001"
2355303;"6.4";7298;"0000012100"
2355555;"6.8";1052;"0000012211"
2355625;"6.0";54435;"0000122100"
2355661;"6.5";23062;"0000023100"
2355719;"6.8";116;"0000011212"
2355904;"6.3";184;"0000111201"
2356134;"6.2";9400;"0000122100"
2356224;"7.4";21379;"0000002311"
2356287;"6.9";6471;"0000012211"
2356460;"7.2";1005;"0000001211"
2356755;"5.9";48484;"0000122000"
2357080;"7.0";33936;"0000013210"
2357240;"6.5";1117;"0000012200"
2357424;"4.7";6792;"0011211000"
2357437;"6.6";10344;"0000012210"
2357543;"7.8";80468;"0000002211"
2357676;"7.5";37;"0.0.002102"
2357807;"7.1";530;"0000011212"
2357857;"6.2";21624;"0000122100"
2358317;"6.2";8735;"0000122100"
2358980;"6.4";415;"0000012211"
2359014;"5.3";54;"2000001001"
2359470;"3.6";1081;"1111100000"
2359505;"7.4";2280;"0000001221"
2359625;"7.9";7;"1.....1114"
2360108;"3.8";2753;"1111110000"
2360397;"8.0";33596;"0000001222"
2360614;"7.4";1128;"0000002311"
2360660;"6.8";13080;"0000012211"
2360675;"8.4";112301;"0000001222"
2360702;"7.0";1672;"0000012211"
2360833;"5.9";338;"0000001211"
2360852;"5.0";433;"1001211000"
2360910;"6.7";393;"0000012111"
2360973;"6.0";5283;"0000122100"
2361193;"6.6";4675;"0000012101"
2361211;"7.0";396;"0000001222"
2361281;"6.1";423;"0000122000"
2361284;"5.5";7825;"0000221000"
2361450;"7.1";14429;"0000011112"
2361456;"3.9";127;"1001110000"
2361575;"5.9";11807;"0000122100"
2361748;"5.2";9475;"0001111000"
2361778;"6.0";2164;"0000122100"
2361784;"5.9";1304;"0000131000"
2361785;"7.1";4396;"0000013211"
2362113;"6.4";125;"0000112100"
2362207;"7.2";6529;"0000011112"
2362428;"6.9";116;"0000001212"
2363015;"7.6";19311;"0000001211"
2363269;"3.6";1037;"1111100000"
2363270;"3.4";961;"2111000001"
2363738;"6.4";3624;"0000012101"
2363756;"4.9";4625;"0001211000"
2364254;"5.5";1996;"0000121000"
2364486;"6.7";4569;"0000012111"
2364498;"7.7";117522;"0000001212"
2364887;"7.8";4262;"1000001212"
2364949;"7.0";30591;"0000013200"
2365078;"6.3";43998;"0000122100"
2365142;"5.9";64051;"0000121101"
2365297;"7.0";92763;"0000012211"
2365518;"4.6";122;"0111120000"
2365633;"6.3";3761;"0000112100"
2365831;"7.2";547;"0000012211"
2365844;"8.0";73300;"0000001311"
2365920;"5.1";38303;"0001111000"
2366246;"5.7";42329;"0000221000"
2366248;"4.1";16564;"0112110000"
2366368;"5.6";3135;"0000221000"
2366403;"7.2";177901;"0000013200"
2366408;"3.6";44609;"1111100000"
2366649;"7.6";22936;"0000002311"
2366980;"5.8";56597;"0000122100"
2367023;"3.0";23372;"3110000001"
2367832;"6.2";37973;"0000122100"
2367921;"5.3";2127;"0000111100"
2367930;"7.6";9650;"0000001211"
2369177;"4.5";626;"0001110001"
2369317;"5.0";20891;"0001211000"
2369519;"6.0";678;"0000121101"
2370089;"6.1";18825;"0000122100"
2370348;"4.3";229;"0001210000"
2370423;"5.5";625;"0000121100"
2370472;"7.0";6688;"0000013200"
2370704;"8.1";31084;"0000001222"
2370742;"7.4";16737;"0000002311"
2370772;"8.1";40464;"0000000113"
2371045;"6.3";20;"..10212010"
2371052;"8.1";169338;"0000001322"
2371246;"6.0";4054;"0000122100"
2371502;"5.1";1291;"0001111001"
2371509;"5.6";774;"0000121100"
2371602;"6.5";40297;"0000123100"
2371603;"7.2";42187;"0000012211"
2371610;"5.2";30300;"0001221000"
2371611;"7.1";39106;"0000012211"
2371648;"7.5";73347;"0000002211"
2371651;"6.5";42861;"0000122100"
2371654;"6.3";40768;"0000122100"
2371692;"6.3";42958;"0000122100"
2371705;"7.7";64638;"0000001211"
2371726;"8.8";547422;"0000000123"
2371778;"6.5";332748;"0000012101"
2371786;"8.8";487093;"0000000123"
2371787;"8.4";382574;"0000001222"
2372012;"7.2";11168;"0000012211"
2372068;"6.9";102181;"0000013200"
2372234;"6.9";23279;"0000013200"
2372328;"4.7";533;"0001110001"
2372407;"7.1";158266;"0000012211"
2373106;"5.7";6428;"0000121100"
2373212;"4.6";674;"0011211000"
2373221;"6.3";1796;"0000122100"
2373241;"6.4";14700;"0000112101"
2373256;"6.5";2886;"0000112111"
2373364;"7.6";2948;"0000011212"
2373434;"2.7";6406;"3111000000"
2373470;"6.9";24218;"0000012111"
2373573;"7.2";83;"0..0013111"
2373941;"6.3";31467;"0000022101"
2374542;"6.4";703;"0000112101"
2374584;"6.0";42686;"0000122100"
2374677;"6.5";1571;"0000012111"
2374686;"6.8";5112;"0000012211"
2375093;"7.0";46680;"0000013200"
2375659;"6.9";915;"0000012112"
2375749;"8.0";6070;"0000001223"
2375846;"3.7";23135;"1111110000"
2375950;"6.9";180;"0000011103"
2376295;"7.2";1598;"0000012211"
2376870;"7.1";40176;"0000012211"
2377049;"4.7";4423;"1001111001"
2377127;"7.5";16962;"0000002211"
2377173;"5.5";134;"0000122000"
2377282;"8.2";59559;"0000001321"
2377877;"3.5";38950;"1111100000"
2378398;"7.0";15474;"0000012211"
2378535;"6.3";4436;"0000012101"
2378594;"5.6";24362;"0000231000"
2378750;"6.8";30713;"0000013200"
2378853;"4.1";25988;"1111110000"
2379184;"5.8";58492;"0000122000"
2379192;"5.0";1887;"1001111101"
2380109;"6.5";5434;"0000012101"
2380932;"5.5";18706;"0001221000"
2380949;"6.1";206;"0000011111"
2380982;"7.6";7187;"0000002211"
2381332;"5.7";638;"0000122100"
2381528;"6.9";18117;"0000013210"
2381959;"8.1";12806;"0000001222"
2382368;"6.6";24529;"0000012100"
2382687;"8.2";7437;"0000000223"
2383252;"8.6";89294;"0000001223"
2383280;"5.2";852;"0001111001"
2383305;"5.4";1002;"0001111001"
2383350;"7.3";9063;"0000002211"
2383956;"3.8";27348;"1111100001"
2384418;"4.2";9649;"0011110000"
2384520;"7.3";88246;"0000012211"
2384532;"6.7";50105;"0000012100"
2384535;"4.9";32541;"0011211000"
2384536;"3.6";24099;"1111100000"
2384735;"4.6";11295;"0001111001"
2385207;"3.0";3144;"3110000001"
2385744;"6.1";4470;"0000122100"
2385772;"5.8";6199;"0000122100"
2386139;"7.5";15986;"0000012310"
2386293;"6.5";1062;"0000012111"
2387087;"5.3";6318;"0001221000"
2387903;"5.8";370;"0000121100"
2388125;"7.2";20361;"0000012210"
2388316;"6.7";1970;"0000012201"
2388445;"7.0";14552;"0000012210"
2388540;"6.4";10444;"0000012101"
2388613;"7.3";49028;"0000002211"
2388702;"7.0";6839;"0000012211"
2388790;"6.2";7166;"0000122100"
2388990;"7.2";18038;"0000013210"
2389414;"7.0";84;"0000011211"
2390303;"6.9";922;"0000011211"
2390631;"7.1";1336;"0000013210"
2390996;"6.7";68849;"0000012100"
2391515;"7.5";9218;"0000001212"
2392001;"5.4";825;"0001221000"
2392533;"5.4";75;"2001010100"
2393241;"7.2";16115;"0000013210"
2393853;"6.5";11948;"0000022101"
2393856;"5.9";6586;"0000122000"
2393876;"5.8";3210;"0000111101"
2393957;"6.7";3025;"0000023100"
2394155;"6.0";546;"0000111100"
2394206;"6.0";26;"0..1121000"
2394293;"5.6";2026;"0001221000"
2394728;"7.6";7087;"0000001222"
2395044;"6.8";1897;"0000012111"
2395255;"4.8";17868;"0001111001"
2395942;"5.8";96;"1001210001"
2395953;"6.4";4571;"0000122100"
2396028;"7.4";28;"100.0.0015"
2396330;"7.0";70484;"0000012211"
2396366;"3.8";1460;"1111100000"
2396390;"5.1";396;"0001210001"
2397128;"8.5";299962;"0000001222"
2397272;"5.0";136;"1001110001"
2397663;"6.7";7185;"0000012211"
2397781;"5.1";13862;"0001221000"
2398900;"6.5";46152;"0000112101"
2398907;"5.7";29079;"0000121001"
2398908;"4.6";16419;"0011110000"
2400037;"6.2";1576;"0000122100"
2400056;"4.2";534;"1011110001"
2400921;"7.3";5344;"0000012211"
2401353;"6.9";1355;"0000012211"
2401441;"5.8";16620;"0000122000"
2401724;"5.3";8112;"0001221000"
2401750;"8.6";447716;"0000001222"
2401814;"7.3";27202;"0000012211"
2402234;"6.8";781;"0000013100"
2402490;"7.1";249;"0.00011212"
2402836;"6.2";2307;"0000122100"
2402907;"6.4";1097;"0000122101"
2403659;"6.4";2939;"0000122101"
2403807;"5.8";2271;"0000121101"
2403883;"6.7";37835;"0000012101"
2404002;"5.9";733;"0000121100"
2404248;"6.6";34722;"0000012101"
2404464;"6.4";76747;"0000122100"
2404844;"5.6";284;"0001111100"
2405097;"7.9";29775;"0000002311"
2405559;"7.1";5728;"0000013201"
2405780;"6.4";1617;"0000122100"
2405818;"6.7";3924;"0000023100"
2405835;"7.6";93437;"0000002311"
2405972;"6.1";4469;"0000122100"
2406080;"6.7";62515;"0000023100"
2406092;"6.2";4852;"0000012101"
2406259;"6.2";13506;"0000011101"
2406308;"5.5";1493;"0000121001"
2406458;"5.3";2917;"0001221000"
2406464;"7.3";26132;"0000002211"
2406475;"8.0";30865;"0000001212"
2406479;"4.0";13362;"1111110000"
2406492;"6.6";1515;"0000012211"
2406749;"8.0";45312;"0000001212"
2406808;"7.2";25373;"0000012211"
2406910;"5.3";5579;"0001221000"
2407102;"4.8";131;"0002111100"
2407115;"3.4";696;"1111010000"
2407308;"5.5";2065;"0001221000"
2407502;"6.7";33592;"0000012100"
2407577;"6.0";19405;"0000122100"
2408078;"8.4";65774;"0000001222"
2408096;"4.4";956;"0012210000"
2408133;"7.1";9384;"0000012211"
2408166;"6.0";2355;"0000122100"
2408167;"5.5";1020;"0000221000"
2408389;"7.0";31811;"0000013101"
2408482;"6.2";18677;"0000122100"
2408762;"5.6";20078;"0000221000"
2408977;"7.9";12935;"0000002311"
2409051;"6.7";5960;"0000013200"
2409070;"5.7";4460;"0000122100"
2409105;"5.1";34181;"0001221000"
2409402;"3.6";28065;"1111100000"
2409655;"5.9";1073;"0000111101"
2409708;"5.2";3179;"0001211001"
2409717;"4.0";2437;"1011100000"
2409764;"4.8";11744;"0001221000"
2409949;"7.3";6524;"0000012211"
2410182;"7.4";241;"000.001321"
2410273;"7.5";5414;"0000011211"
2410338;"7.3";4164;"0000011211"
2410484;"5.7";907;"0000221000"
2410667;"7.1";52678;"0000012211"
2410686;"5.8";1876;"0000122000"
2410691;"6.4";372;"0000022100"
2410916;"6.6";588;"0000122101"
2410977;"7.0";42;".000022011"
2411034;"5.1";194;"1000211000"
2411215;"4.8";4761;"0001111001"
2411361;"6.3";2530;"0000123100"
2411492;"5.9";2834;"0000122100"
2411558;"6.7";184;"0.00023100"
2411762;"5.9";3635;"0000112101"
2411839;"8.2";26022;"0000001222"
2412295;"4.5";10722;"0011210000"
2412397;"7.0";187;"000.000125"
2412502;"7.1";18716;"0000012211"
2412514;"7.4";2903;"0000012310"
2412518;"7.7";8196;"0000001321"
2412620;"5.1";4584;"0001211000"
2412638;"5.9";19717;"0000122100"
2412676;"6.4";9861;"0000012110"
2412686;"8.2";324949;"0000001222"
2412740;"7.1";6044;"0000012211"
2412859;"8.2";43898;"0000001222"
2412879;"5.1";210;"0011221000"
2412918;"6.1";1874;"0000112100"
2412945;"5.7";760;"0000231000"
2413158;"6.7";43275;"0000012201"
2413168;"7.8";86833;"0000002311"
2413457;"6.3";14185;"0000122100"
2413536;"5.8";13247;"0000122100"
2413799;"6.3";132349;"0000011101"
2413948;"6.3";11394;"0000122100"
2414050;"3.6";100;"4010000001"
2414153;"5.4";33396;"0001121000"
2414225;"7.9";97572;"0000001212"
2414400;"7.4";4365;"0000012210"
2414419;"5.8";61533;"0000122100"
2414571;"6.5";81268;"0000123100"
2414595;"5.3";13699;"0001221000"
2414767;"7.8";152173;"0000001222"
2414877;"5.7";11434;"0000121000"
2415240;"6.2";3386;"0000122101"
2415427;"7.0";14697;"0000013200"
2415482;"5.6";13446;"0000111100"
2415512;"3.7";3693;"1111100000"
2415560;"7.1";516;"0000012211"
2415703;"7.9";150169;"0000001212"
2415723;"5.7";782;"0000011102"
2415946;"6.6";4353;"0000023100"
2415964;"8.3";95694;"0000001222"
2415971;"7.4";37980;"0000012211"
2416139;"6.3";2994;"0000121002"
2416189;"6.9";17;"1.001.1103"
2416319;"6.7";3454;"0000012211"
2416380;"6.4";5279;"0000012100"
2416410;"7.1";2003;"0000012211"
2416504;"7.1";4482;"0000013210"
2416982;"6.4";616;"0000123100"
2417002;"5.0";4081;"0001221000"
2417211;"6.6";96;"1001000013"
2417216;"5.9";84669;"0000122100"
2417640;"7.1";4933;"0000013200"
2418230;"5.8";228;".000231100"
2418253;"7.5";8618;"0000001212"
2418326;"5.6";2257;"0000121000"
2418525;"6.2";59921;"0000122100"
2418557;"7.6";3882;"0000001211"
2418562;"7.0";2764;"0000012211"
2418704;"5.8";7998;"0000132000"
2418726;"6.3";4488;"0000011101"
2419706;"7.3";59353;"0000012310"
2419797;"8.0";10589;"0000001321"
2419930;"6.8";2529;"0000012111"
2419964;"5.0";3750;"0001111000"
2420111;"6.6";33819;"0000023100"
2420229;"6.1";1054;"0000122100"
2420761;"7.6";43989;"0000001212"
2420795;"6.9";40854;"0000013200"
2421052;"7.4";19315;"0000002211"
2421210;"5.7";2122;"0000221000"
2421254;"4.1";2922;"1011110000"
2421550;"6.9";16740;"0000012210"
2421643;"8.0";52263;"0000001221"
2421720;"7.3";19281;"0000001211"
2421914;"5.8";12163;"0000122100"
2422396;"5.4";4853;"0001221000"
2422513;"6.0";38150;"0000122100"
2422712;"5.4";3232;"0001221000"
2422818;"7.3";3142;"0000012211"
2422979;"6.3";7895;"0000122100"
2422996;"7.6";98298;"0000001212"
2423002;"4.2";11404;"1011110000"
2423004;"4.6";6363;"0001111000"
2423044;"6.8";20970;"0000012100"
2423061;"5.5";76;"0001111100"
2423072;"7.7";933;"0000001212"
2423104;"5.3";8807;"0001221000"
2423139;"7.3";31009;"0000012211"
2423315;"7.5";5217;"0000001212"
2423437;"7.1";3826;"0000013211"
2423557;"6.6";11796;"0000012111"
2424023;"7.1";28485;"0000012211"
2424038;"5.8";8672;"0000122000"
2424563;"7.9";50973;"0000001211"
2424628;"6.7";2980;"0000012210"
2424777;"7.3";29780;"0000013210"
2425159;"7.7";1137;"0000001212"
2425160;"7.1";1441;"0000012211"
2425205;"6.1";7562;"0000122100"
2425222;"8.2";151361;"0000001222"
2425640;"5.9";261;"1000110111"
2425835;"7.0";3355;"0000012211"
2425880;"4.8";680;"0001210000"
2425936;"7.4";171300;"0000012211"
2425966;"6.7";2801;"0000023100"
2426074;"5.9";31328;"0000132000"
2426553;"7.8";36944;"0000002311"
2426757;"5.6";8818;"0000122000"
2427282;"5.4";8446;"1000111101"
2427355;"7.1";50204;"0000012211"
2427591;"7.2";5298;"0000012211"
2428475;"6.8";38669;"0000013200"
2428555;"7.0";991;"0000012211"
2428578;"7.1";995;"0000002212"
2428775;"8.3";103413;"0000001222"
2428934;"6.8";5265;"0000013200"
2429043;"6.0";279;"1000011102"
2429253;"5.5";3519;"0001111100"
2429270;"6.6";604;"0000122100"
2429271;"7.0";13547;"0000012211"
2429381;"7.5";2545;"0000002212"
2429382;"7.3";1200;"0000001113"
2429495;"7.3";95668;"0000002211"
2429506;"6.4";9807;"0000022100"
2429962;"5.5";2702;"0001121000"
2430234;"8.0";198321;"0000001222"
